crop_name,region,year,month,market_price,rainfall,crop_variety,area_sown,yield,irrigated_percent,fertilizer_used,msP,market_demand,export_demand,input_cost,transport_cost,govt_scheme_active,cold_storage_available,mandi_open
Urad,Hyderabad,2024,4,1261,62.9,default_variety,1250,4235,50,100,0,35.54,0.0,2000,940.5,1,0,0
Moong,Delhi,2024,4,1583,83.5,default_variety,3196,3669,50,100,1,15.72,0.0,2000,888.6,0,0,0
Moong,Mumbai,2024,4,1063,72.5,default_variety,6112,3990,50,100,1,27.58,0.0,2000,1045.3,1,0,0
Moong,Kolkata,2024,4,2035,14.6,default_variety,4731,4315,50,100,0,75.66,0.0,2000,859.7,0,0,0
Moong,Chennai,2024,4,1649,76.0,default_variety,7551,3555,50,100,1,20.33,0.0,2000,935.1,0,0,1
Moong,Lucknow,2024,4,1617,81.0,default_variety,5298,3232,50,100,0,29.21,0.0,2000,1032.6,1,0,1
Moong,Hyderabad,2024,4,1981,81.1,default_variety,8219,3562,50,100,1,62.68,0.0,2000,875.3,0,0,1
Masur,Delhi,2024,4,1703,32.2,default_variety,7991,1106,50,100,1,67.03,0.0,2000,1065.4,0,0,0
Masur,Mumbai,2024,4,1880,56.8,default_variety,3235,875,50,100,1,90.45,0.0,2000,1098.3,0,0,1
Masur,Kolkata,2024,4,1059,28.9,default_variety,9729,3749,50,100,0,68.89,0.0,2000,1041.1,0,0,1
Masur,Chennai,2024,4,1224,59.3,default_variety,3646,3127,50,100,0,10.27,0.0,2000,1075.5,1,0,0
Masur,Lucknow,2024,4,1619,18.6,default_variety,5570,1409,50,100,1,10.1,0.0,2000,898.3,1,0,0
Masur,Hyderabad,2024,4,1128,40.8,default_variety,6899,1303,50,100,0,97.37,0.0,2000,931.5,0,0,0
Onion,Delhi,2024,4,1132,7.7,default_variety,6187,1583,50,100,0,43.57,0.0,2000,1090.4,1,0,1
Onion,Mumbai,2024,4,1336,74.2,default_variety,5212,2323,50,100,0,72.86,0.0,2000,1060.0,0,0,0
Onion,Kolkata,2024,4,1801,36.6,default_variety,1162,3905,50,100,0,72.88,0.0,2000,926.7,1,0,0
Onion,Chennai,2024,4,1785,20.6,default_variety,7015,1965,50,100,1,73.09,0.0,2000,954.0,0,0,0
Onion,Lucknow,2024,4,1725,99.7,default_variety,5400,936,50,100,0,38.19,0.0,2000,1089.7,1,0,0
Onion,Hyderabad,2024,4,1355,12.5,default_variety,9059,2689,50,100,0,66.67,0.0,2000,1016.4,1,0,0
Potato,Delhi,2024,4,2045,47.4,default_variety,9725,4551,50,100,1,60.22,0.0,2000,1014.0,1,0,1
Potato,Mumbai,2024,4,1467,10.7,default_variety,2796,2353,50,100,0,88.78,0.0,2000,1066.1,0,0,0
Potato,Kolkata,2024,4,1151,1.1,default_variety,5921,1132,50,100,0,95.37,0.0,2000,937.6,0,0,1
Potato,Chennai,2024,4,1930,90.4,default_variety,9158,3382,50,100,1,21.32,0.0,2000,1098.6,0,0,1
Potato,Lucknow,2024,4,1796,94.5,default_variety,1677,3439,50,100,1,15.85,0.0,2000,1073.0,0,0,0
Potato,Hyderabad,2024,4,1745,34.9,default_variety,1180,875,50,100,0,50.41,0.0,2000,913.4,1,0,1
Tomato,Delhi,2024,4,1670,65.0,default_variety,6047,2797,50,100,0,55.71,0.0,2000,1014.1,1,0,0
Tomato,Mumbai,2024,4,1381,48.4,default_variety,9501,1627,50,100,1,23.0,0.0,2000,1011.8,0,0,1
Tomato,Kolkata,2024,4,1593,25.3,default_variety,8710,1552,50,100,0,99.29,0.0,2000,967.3,0,0,1
Tomato,Chennai,2024,4,1224,18.1,default_variety,6636,2185,50,100,0,79.41,0.0,2000,859.5999999999999,1,0,0
Tomato,Lucknow,2024,4,2177,52.4,default_variety,7887,3436,50,100,0,16.26,0.0,2000,891.4,1,0,1
Tomato,Hyderabad,2024,4,1674,1.0,default_variety,8349,4177,50,100,0,32.08,0.0,2000,1029.9,0,0,0
Gram,Delhi,2024,4,2153,34.4,default_variety,4220,514,50,100,0,72.18,0.0,2000,906.3,1,0,0
Gram,Mumbai,2024,4,2000,17.5,default_variety,8356,1184,50,100,0,83.61,0.0,2000,915.5,1,0,1
Gram,Kolkata,2024,4,1945,16.9,default_variety,3148,4530,50,100,0,81.57,0.0,2000,901.8,1,0,0
Gram,Chennai,2024,4,1455,21.0,default_variety,9121,2519,50,100,1,42.49,0.0,2000,1058.5,0,0,0
Gram,Lucknow,2024,4,1342,45.7,default_variety,3586,2789,50,100,1,58.65,0.0,2000,1022.6,0,0,1
Gram,Hyderabad,2024,4,1614,18.4,default_variety,4892,2210,50,100,1,96.19,0.0,2000,1019.2,1,0,0
Tur,Delhi,2024,4,1394,62.8,default_variety,4867,961,50,100,1,87.32,0.0,2000,858.8,0,0,0
Tur,Mumbai,2024,4,1476,82.1,default_variety,3380,1966,50,100,0,11.54,0.0,2000,898.4000000000001,1,0,0
Tur,Kolkata,2024,4,1168,67.7,default_variety,6060,1180,50,100,0,34.22,0.0,2000,1094.9,1,0,0
Tur,Chennai,2024,4,1515,88.0,default_variety,2043,3765,50,100,0,58.27,0.0,2000,1019.6,1,0,1
Tur,Lucknow,2024,4,1738,44.4,default_variety,4268,1447,50,100,1,96.09,0.0,2000,959.4,1,0,0
Tur,Hyderabad,2024,4,1846,93.4,default_variety,3770,2285,50,100,0,26.28,0.0,2000,1044.0,1,0,1
Urad,Delhi,2024,4,1570,41.7,default_variety,1819,1908,50,100,1,80.01,0.0,2000,946.0,0,0,1
Urad,Mumbai,2024,4,1878,0.7,default_variety,1056,4055,50,100,1,81.95,0.0,2000,942.1,0,0,0
Urad,Kolkata,2024,4,2216,86.5,default_variety,3460,2839,50,100,1,41.06,0.0,2000,991.4,0,0,0
Urad,Chennai,2024,4,1568,70.2,default_variety,7833,1096,50,100,0,46.76,0.0,2000,932.6,1,0,1
Urad,Lucknow,2024,4,1229,27.2,default_variety,9276,3570,50,100,1,91.17,0.0,2000,999.2,0,0,1
Urad,Hyderabad,2024,4,2174,77.3,default_variety,9342,2213,50,100,1,52.95,0.0,2000,880.8,1,0,0
Moong,Delhi,2024,4,1455,94.0,default_variety,4126,2508,50,100,0,30.61,0.0,2000,1079.5,1,0,1
Moong,Mumbai,2024,4,1937,47.9,default_variety,8864,3838,50,100,1,86.02,0.0,2000,1094.2,0,0,0
Moong,Kolkata,2024,4,1724,27.0,default_variety,7946,1223,50,100,1,70.68,0.0,2000,1023.3,1,0,0
Moong,Chennai,2024,4,1840,55.7,default_variety,8804,3377,50,100,0,44.82,0.0,2000,1097.9,1,0,1
Moong,Lucknow,2024,4,1117,37.0,default_variety,3115,3691,50,100,0,62.18,0.0,2000,943.7,0,0,0
Moong,Hyderabad,2024,4,2115,40.6,default_variety,6291,2513,50,100,0,45.85,0.0,2000,946.4,1,0,1
Masur,Delhi,2024,4,1997,78.6,default_variety,9110,2882,50,100,0,76.28,0.0,2000,1077.5,0,0,0
Masur,Mumbai,2024,4,2108,86.9,default_variety,1082,3026,50,100,1,73.24,0.0,2000,1008.4,0,0,1
Masur,Kolkata,2024,4,2130,23.6,default_variety,1116,3357,50,100,1,53.59,0.0,2000,898.8,0,0,0
Masur,Chennai,2024,4,1929,5.4,default_variety,1374,3966,50,100,0,92.27,0.0,2000,937.3,0,0,0
Masur,Lucknow,2024,4,1736,36.0,default_variety,7178,670,50,100,1,14.62,0.0,2000,1038.9,0,0,1
Masur,Hyderabad,2024,4,1258,50.5,default_variety,3175,4365,50,100,0,53.87,0.0,2000,1030.0,1,0,0
Onion,Delhi,2024,4,1289,9.9,default_variety,8992,1633,50,100,1,97.13,0.0,2000,971.5,1,0,1
Onion,Mumbai,2024,4,1394,88.5,default_variety,8432,2402,50,100,0,11.78,0.0,2000,882.0,1,0,1
Onion,Kolkata,2024,4,1705,94.9,default_variety,1273,567,50,100,1,48.6,0.0,2000,948.0,1,0,1
Onion,Chennai,2024,4,1271,9.4,default_variety,4960,3341,50,100,1,72.74,0.0,2000,942.2,1,0,1
Onion,Lucknow,2024,4,1449,54.8,default_variety,4202,2674,50,100,1,69.76,0.0,2000,1036.4,1,0,0
Onion,Hyderabad,2024,4,1466,75.6,default_variety,9116,640,50,100,0,27.38,0.0,2000,877.0999999999999,1,0,1
Potato,Delhi,2024,4,1933,29.3,default_variety,3771,4181,50,100,1,61.26,0.0,2000,872.8,0,0,0
Potato,Mumbai,2024,4,1241,8.2,default_variety,7887,2714,50,100,0,26.25,0.0,2000,999.3,1,0,1
Potato,Kolkata,2024,4,2080,58.8,default_variety,1309,3207,50,100,1,87.09,0.0,2000,851.5999999999999,0,0,1
Potato,Chennai,2024,4,1494,77.9,default_variety,2545,4260,50,100,1,41.69,0.0,2000,1046.8000000000002,1,0,0
Potato,Lucknow,2024,4,1548,30.9,default_variety,8420,4547,50,100,1,20.28,0.0,2000,981.6,0,0,0
Potato,Hyderabad,2024,4,1779,9.2,default_variety,9341,2381,50,100,0,23.11,0.0,2000,942.5,0,0,1
Tomato,Delhi,2024,4,1880,15.2,default_variety,4481,1925,50,100,1,87.17,0.0,2000,1027.1,1,0,1
Tomato,Mumbai,2024,4,2071,85.4,default_variety,4408,4231,50,100,0,46.5,0.0,2000,1082.3,1,0,0
Tomato,Kolkata,2024,4,1950,10.6,default_variety,5996,683,50,100,0,85.63,0.0,2000,1028.4,0,0,1
Tomato,Chennai,2024,4,1881,49.4,default_variety,2278,2247,50,100,1,16.96,0.0,2000,996.6,0,0,0
Tomato,Lucknow,2024,4,1507,13.5,default_variety,6723,2618,50,100,1,92.55,0.0,2000,1069.8,1,0,0
Tomato,Hyderabad,2024,4,1345,63.8,default_variety,3716,1981,50,100,0,66.7,0.0,2000,891.4,1,0,1
Gram,Delhi,2024,4,1243,92.8,default_variety,7518,4864,50,100,1,84.55,0.0,2000,1014.1,0,0,0
Gram,Mumbai,2024,4,2023,67.4,default_variety,7635,1436,50,100,0,83.62,0.0,2000,937.3,1,0,0
Gram,Kolkata,2024,4,1639,38.3,default_variety,7832,3663,50,100,1,83.04,0.0,2000,958.2,1,0,0
Gram,Chennai,2024,4,1917,85.5,default_variety,6123,4715,50,100,1,61.19,0.0,2000,1015.9,1,0,0
Gram,Lucknow,2024,4,1608,82.0,default_variety,3585,1522,50,100,0,40.77,0.0,2000,1085.4,0,0,0
Gram,Hyderabad,2024,4,1493,24.9,default_variety,9921,2408,50,100,0,53.32,0.0,2000,958.6,1,0,0
Tur,Delhi,2024,4,1973,87.2,default_variety,9465,1111,50,100,1,46.2,0.0,2000,995.3,1,0,0
Tur,Mumbai,2024,4,1876,30.1,default_variety,3854,3297,50,100,1,21.01,0.0,2000,916.7,0,0,1
Tur,Kolkata,2024,4,1690,70.5,default_variety,3930,4158,50,100,0,44.66,0.0,2000,859.9,0,0,1
Tur,Chennai,2024,4,1398,27.2,default_variety,5489,1669,50,100,0,29.13,0.0,2000,1059.3000000000002,1,0,1
Tur,Lucknow,2024,4,1302,55.6,default_variety,2668,2955,50,100,1,67.81,0.0,2000,1016.2,0,0,1
Tur,Hyderabad,2024,4,1565,77.5,default_variety,1229,3087,50,100,1,30.02,0.0,2000,881.8000000000001,1,0,1
Urad,Delhi,2024,4,1147,42.2,default_variety,7207,4287,50,100,0,64.14,0.0,2000,896.1,0,0,0
Urad,Mumbai,2024,4,1459,50.5,default_variety,9765,2922,50,100,1,43.59,0.0,2000,1087.5,1,0,1
Urad,Kolkata,2024,4,1362,9.2,default_variety,8754,2197,50,100,0,72.74,0.0,2000,1092.0,0,0,1
Urad,Chennai,2024,4,1277,7.8,default_variety,2773,4434,50,100,0,22.82,0.0,2000,924.0,1,0,1
Urad,Lucknow,2024,4,1699,94.0,default_variety,6302,4671,50,100,1,91.55,0.0,2000,929.5,0,0,1
Urad,Hyderabad,2024,4,1367,70.5,default_variety,1824,4655,50,100,0,16.86,0.0,2000,992.7,0,0,1
Moong,Delhi,2024,4,1756,61.6,default_variety,4402,3055,50,100,0,77.98,0.0,2000,1019.2,1,0,0
Moong,Mumbai,2024,4,1781,27.2,default_variety,4516,3889,50,100,0,19.75,0.0,2000,1022.0,0,0,0
Moong,Kolkata,2024,4,1391,85.5,default_variety,4570,3498,50,100,0,29.61,0.0,2000,950.6,1,0,0
Moong,Chennai,2024,4,1424,75.3,default_variety,4372,4871,50,100,1,62.94,0.0,2000,853.7,0,0,0
Moong,Lucknow,2024,4,1421,11.8,default_variety,6858,1173,50,100,1,44.83,0.0,2000,1012.5,1,0,0
Moong,Hyderabad,2024,4,2050,68.1,default_variety,6249,4477,50,100,1,74.63,0.0,2000,892.3000000000001,1,0,0
Masur,Delhi,2024,4,1534,39.1,default_variety,5628,2391,50,100,0,35.24,0.0,2000,1082.0,1,0,1
Masur,Mumbai,2024,4,1302,10.7,default_variety,5532,2166,50,100,0,89.32,0.0,2000,1002.5,1,0,0
Masur,Kolkata,2024,4,1879,7.4,default_variety,5927,1511,50,100,1,84.93,0.0,2000,962.6,0,0,1
Masur,Chennai,2024,4,1164,61.5,default_variety,9470,3972,50,100,0,24.37,0.0,2000,1086.6,1,0,1
Masur,Lucknow,2024,4,1489,8.7,default_variety,3085,4947,50,100,1,76.29,0.0,2000,1036.9,1,0,0
Masur,Hyderabad,2024,4,2019,66.9,default_variety,8192,3664,50,100,1,16.81,0.0,2000,932.4,0,0,0
Onion,Delhi,2024,4,1971,41.5,default_variety,1745,2439,50,100,1,92.31,0.0,2000,936.6,0,0,0
Onion,Mumbai,2024,4,1786,34.0,default_variety,1032,4646,50,100,1,45.78,0.0,2000,1041.8000000000002,0,0,0
Onion,Kolkata,2024,4,1256,90.9,default_variety,7706,2918,50,100,0,82.47,0.0,2000,1053.5,0,0,0
Onion,Chennai,2024,4,1878,59.3,default_variety,7026,4240,50,100,1,14.04,0.0,2000,1061.6,0,0,0
Onion,Lucknow,2024,4,1827,93.5,default_variety,9832,2985,50,100,1,28.34,0.0,2000,1058.5,1,0,0
Onion,Hyderabad,2024,4,1710,59.3,default_variety,5977,3908,50,100,1,92.57,0.0,2000,985.1,0,0,0
Potato,Delhi,2024,4,1969,49.7,default_variety,1664,2155,50,100,0,57.57,0.0,2000,1075.3,0,0,1
Potato,Mumbai,2024,4,1998,98.1,default_variety,6433,865,50,100,1,42.27,0.0,2000,1081.0,0,0,0
Potato,Kolkata,2024,4,1641,86.4,default_variety,6788,4364,50,100,1,54.86,0.0,2000,963.8,1,0,0
Potato,Chennai,2024,4,1997,60.2,default_variety,4381,3149,50,100,0,43.3,0.0,2000,872.9000000000001,0,0,1
Potato,Lucknow,2024,4,2163,16.7,default_variety,3043,1212,50,100,0,31.42,0.0,2000,1066.5,0,0,1
Potato,Hyderabad,2024,4,1995,30.3,default_variety,2357,2714,50,100,0,17.23,0.0,2000,855.0,1,0,0
Tomato,Delhi,2024,4,1487,11.6,default_variety,5026,2226,50,100,0,11.85,0.0,2000,866.2,0,0,1
Tomato,Mumbai,2024,4,1995,97.2,default_variety,9326,4841,50,100,0,78.69,0.0,2000,1075.1,1,0,1
Tomato,Kolkata,2024,4,1780,89.4,default_variety,8600,652,50,100,1,93.58,0.0,2000,1044.6,1,0,1
Tomato,Chennai,2024,4,1401,53.1,default_variety,8680,638,50,100,1,30.7,0.0,2000,940.3,0,0,1
Tomato,Lucknow,2024,4,1614,21.5,default_variety,7359,4510,50,100,1,94.06,0.0,2000,929.9,0,0,0
Tomato,Hyderabad,2024,4,1197,6.2,default_variety,8977,4289,50,100,1,32.37,0.0,2000,895.6,0,0,1
Gram,Delhi,2024,4,1201,66.1,default_variety,6363,3690,50,100,0,80.17,0.0,2000,1082.5,0,0,0
Gram,Mumbai,2024,4,1478,85.1,default_variety,4735,2986,50,100,1,55.73,0.0,2000,961.4,0,0,0
Gram,Kolkata,2024,4,1296,69.7,default_variety,4928,1669,50,100,1,59.12,0.0,2000,1084.2,1,0,1
Gram,Chennai,2024,4,1930,67.5,default_variety,8193,1174,50,100,0,70.13,0.0,2000,1086.7,1,0,0
Gram,Lucknow,2024,4,1814,86.6,default_variety,1822,1744,50,100,1,33.15,0.0,2000,871.1,0,0,1
Gram,Hyderabad,2024,4,1783,87.1,default_variety,1149,1572,50,100,1,96.04,0.0,2000,1029.3000000000002,1,0,0
Tur,Delhi,2024,4,1659,48.9,default_variety,2661,2256,50,100,1,72.51,0.0,2000,1084.4,1,0,0
Tur,Mumbai,2024,4,1624,97.8,default_variety,2796,4379,50,100,0,18.28,0.0,2000,921.5,1,0,0
Tur,Kolkata,2024,4,1772,55.8,default_variety,4968,902,50,100,1,71.79,0.0,2000,1026.8000000000002,1,0,1
Tur,Chennai,2024,4,1310,14.9,default_variety,7982,1961,50,100,0,59.52,0.0,2000,923.7,0,0,1
Tur,Lucknow,2024,4,1946,59.5,default_variety,6152,4424,50,100,1,60.39,0.0,2000,1028.7,0,0,0
Tur,Hyderabad,2024,4,1176,22.2,default_variety,4796,860,50,100,0,73.65,0.0,2000,915.1,0,0,0
Urad,Delhi,2024,4,1603,57.7,default_variety,7940,4404,50,100,0,88.46,0.0,2000,1058.6,1,0,1
Urad,Mumbai,2024,4,1898,50.3,default_variety,1245,4984,50,100,1,51.33,0.0,2000,1027.0,1,0,1
Urad,Kolkata,2024,4,1780,69.3,default_variety,9882,1429,50,100,0,43.33,0.0,2000,1000.3,1,0,0
Urad,Chennai,2024,4,2030,49.0,default_variety,1600,1776,50,100,0,90.02,0.0,2000,1069.6,1,0,1
Urad,Lucknow,2024,4,1536,19.0,default_variety,5132,1638,50,100,1,77.08,0.0,2000,947.9,0,0,1
Urad,Hyderabad,2024,4,1224,29.1,default_variety,9307,1858,50,100,0,23.86,0.0,2000,890.5,1,0,1
Moong,Delhi,2024,4,1824,31.0,default_variety,5912,769,50,100,0,86.99,0.0,2000,974.8,0,0,1
Moong,Mumbai,2024,4,1093,16.1,default_variety,6121,1604,50,100,1,98.95,0.0,2000,887.3000000000001,1,0,0
Moong,Kolkata,2024,4,1659,18.3,default_variety,5509,3959,50,100,1,42.45,0.0,2000,947.9,1,0,0
Moong,Chennai,2024,4,1360,33.9,default_variety,4003,850,50,100,0,28.67,0.0,2000,992.0,1,0,1
Moong,Lucknow,2024,4,1933,52.4,default_variety,1571,3055,50,100,0,38.66,0.0,2000,917.7,1,0,0
Moong,Hyderabad,2024,4,1959,43.8,default_variety,3096,1865,50,100,1,67.75,0.0,2000,896.5999999999999,1,0,1
Masur,Delhi,2024,4,1454,67.7,default_variety,2572,4802,50,100,1,89.41,0.0,2000,891.7,1,0,0
Masur,Mumbai,2024,4,2027,36.2,default_variety,1764,3252,50,100,0,28.77,0.0,2000,1024.6,0,0,0
Masur,Kolkata,2024,4,1479,62.6,default_variety,2669,516,50,100,1,23.53,0.0,2000,1055.8,1,0,0
Masur,Chennai,2024,4,1749,34.4,default_variety,8807,896,50,100,0,23.5,0.0,2000,906.6,1,0,0
Masur,Lucknow,2024,4,1792,23.2,default_variety,6601,4062,50,100,0,93.0,0.0,2000,1052.2,0,0,0
Masur,Hyderabad,2024,4,1278,81.0,default_variety,5514,4608,50,100,1,37.47,0.0,2000,913.2,1,0,1
Onion,Delhi,2024,4,1304,79.1,default_variety,6155,2326,50,100,0,77.06,0.0,2000,1032.1,0,0,0
Onion,Mumbai,2024,4,1703,31.7,default_variety,8840,1327,50,100,0,77.24,0.0,2000,996.7,0,0,1
Onion,Kolkata,2024,4,1397,93.5,default_variety,1126,1117,50,100,1,27.31,0.0,2000,991.7,0,0,1
Onion,Chennai,2024,4,1968,27.8,default_variety,1440,626,50,100,0,57.05,0.0,2000,983.3,1,0,1
Onion,Lucknow,2024,4,1903,15.1,default_variety,3305,2430,50,100,1,13.89,0.0,2000,946.4,0,0,1
Onion,Hyderabad,2024,4,1360,84.7,default_variety,3924,4273,50,100,1,42.08,0.0,2000,893.3,1,0,0
Potato,Delhi,2024,4,1802,9.2,default_variety,9517,2188,50,100,1,79.34,0.0,2000,1065.8,1,0,1
Potato,Mumbai,2024,4,1658,24.2,default_variety,1817,3385,50,100,1,76.74,0.0,2000,931.2,0,0,0
Potato,Kolkata,2024,4,1857,6.9,default_variety,8298,508,50,100,1,72.46,0.0,2000,906.8,0,0,1
Potato,Chennai,2024,4,2077,75.8,default_variety,6768,1573,50,100,1,94.01,0.0,2000,1091.4,1,0,1
Potato,Lucknow,2024,4,1370,81.8,default_variety,6210,3623,50,100,1,82.69,0.0,2000,1052.9,0,0,1
Potato,Hyderabad,2024,4,2031,39.4,default_variety,5744,4798,50,100,1,42.66,0.0,2000,946.1,1,0,1
Tomato,Delhi,2024,4,2065,51.9,default_variety,3633,1718,50,100,1,75.42,0.0,2000,1001.9,1,0,1
Tomato,Mumbai,2024,4,1476,38.8,default_variety,9678,3243,50,100,0,24.28,0.0,2000,963.5,1,0,1
Tomato,Kolkata,2024,4,1818,37.2,default_variety,9236,2808,50,100,0,92.63,0.0,2000,1070.0,1,0,0
Tomato,Chennai,2024,4,2125,37.9,default_variety,5432,3933,50,100,0,48.99,0.0,2000,1097.0,0,0,1
Tomato,Lucknow,2024,4,1824,21.0,default_variety,9630,3060,50,100,1,50.09,0.0,2000,896.9,0,0,0
Tomato,Hyderabad,2024,4,1167,71.0,default_variety,2581,4113,50,100,0,83.6,0.0,2000,897.2,0,0,0
Gram,Delhi,2024,4,2048,6.3,default_variety,4066,3599,50,100,0,68.26,0.0,2000,1030.5,1,0,1
Gram,Mumbai,2024,4,1215,32.1,default_variety,2586,3607,50,100,1,43.27,0.0,2000,984.6,1,0,0
Gram,Kolkata,2024,4,2017,24.9,default_variety,2280,2234,50,100,0,87.98,0.0,2000,993.7,0,0,0
Gram,Chennai,2024,4,1304,31.8,default_variety,5588,718,50,100,1,58.71,0.0,2000,864.2,1,0,1
Gram,Lucknow,2024,4,1340,0.5,default_variety,4669,4979,50,100,1,61.92,0.0,2000,1064.6,1,0,0
Gram,Hyderabad,2024,4,1971,38.7,default_variety,6197,1026,50,100,0,69.61,0.0,2000,974.6,1,0,0
Tur,Delhi,2024,4,1561,0.5,default_variety,6912,4396,50,100,1,95.2,0.0,2000,905.0,0,0,0
Tur,Mumbai,2024,4,1741,61.1,default_variety,4174,2019,50,100,0,86.47,0.0,2000,912.0,1,0,0
Tur,Kolkata,2024,4,1274,83.2,default_variety,4056,3472,50,100,1,52.07,0.0,2000,921.1,0,0,0
Tur,Chennai,2024,4,1998,79.3,default_variety,3526,2591,50,100,0,50.1,0.0,2000,874.4,1,0,1
Tur,Lucknow,2024,4,1675,22.7,default_variety,2525,841,50,100,1,22.44,0.0,2000,950.1,1,0,0
Tur,Hyderabad,2024,4,1365,73.8,default_variety,8782,3118,50,100,0,43.3,0.0,2000,1076.1,1,0,0
Urad,Delhi,2024,4,2036,76.0,default_variety,1479,2321,50,100,0,28.54,0.0,2000,855.6999999999999,0,0,0
Urad,Mumbai,2024,4,1878,8.6,default_variety,2824,4847,50,100,1,77.24,0.0,2000,952.0,1,0,0
Urad,Kolkata,2024,4,2089,37.9,default_variety,9714,568,50,100,0,77.72,0.0,2000,975.8,0,0,0
Urad,Chennai,2024,4,1440,5.6,default_variety,6756,547,50,100,1,29.56,0.0,2000,1073.8,1,0,1
Urad,Lucknow,2024,4,1211,46.3,default_variety,8818,1676,50,100,1,99.64,0.0,2000,989.9,0,0,0
Urad,Hyderabad,2024,4,1377,56.5,default_variety,3990,2203,50,100,0,18.51,0.0,2000,1070.6999999999998,0,0,0
Moong,Delhi,2024,4,1484,47.0,default_variety,9265,4006,50,100,1,42.9,0.0,2000,1021.1,0,0,1
Moong,Mumbai,2024,4,2015,27.2,default_variety,7370,2872,50,100,1,12.92,0.0,2000,986.0,1,0,0
Moong,Kolkata,2024,4,1944,40.8,default_variety,5277,3096,50,100,0,22.18,0.0,2000,949.3,0,0,0
Moong,Chennai,2024,4,2079,49.6,default_variety,1423,4131,50,100,0,53.45,0.0,2000,903.5,1,0,0
Moong,Lucknow,2024,4,1295,82.5,default_variety,4517,794,50,100,0,84.85,0.0,2000,910.2,0,0,1
Moong,Hyderabad,2024,4,1778,38.4,default_variety,3702,1731,50,100,1,18.8,0.0,2000,905.8,1,0,0
Masur,Delhi,2024,4,1400,61.9,default_variety,8698,662,50,100,1,19.06,0.0,2000,1048.7,0,0,0
Masur,Mumbai,2024,4,1565,89.3,default_variety,4397,4338,50,100,1,10.21,0.0,2000,1086.3,0,0,1
Masur,Kolkata,2024,4,2095,31.6,default_variety,2466,840,50,100,0,12.61,0.0,2000,942.9,1,0,1
Masur,Chennai,2024,4,2007,77.9,default_variety,4632,2692,50,100,1,50.51,0.0,2000,1043.8,1,0,1
Masur,Lucknow,2024,4,1900,57.8,default_variety,2602,1178,50,100,1,92.22,0.0,2000,1035.4,1,0,0
Masur,Hyderabad,2024,4,1958,61.7,default_variety,2558,4974,50,100,1,68.26,0.0,2000,1054.8,0,0,0
Onion,Delhi,2024,4,1622,83.7,default_variety,8436,2268,50,100,0,74.94,0.0,2000,942.3,0,0,1
Onion,Mumbai,2024,4,1704,48.7,default_variety,5967,3210,50,100,0,45.17,0.0,2000,892.0,0,0,1
Onion,Kolkata,2024,4,1830,59.5,default_variety,5116,759,50,100,1,23.62,0.0,2000,1007.7,0,0,0
Onion,Chennai,2024,4,1252,0.1,default_variety,4335,1753,50,100,0,17.45,0.0,2000,1073.1999999999998,0,0,0
Onion,Lucknow,2024,4,1460,93.7,default_variety,2431,3720,50,100,0,49.49,0.0,2000,1018.8,0,0,1
Onion,Hyderabad,2024,4,1374,25.3,default_variety,7976,2923,50,100,0,87.72,0.0,2000,1035.3,1,0,1
Potato,Delhi,2024,4,2056,43.5,default_variety,1266,4482,50,100,1,88.45,0.0,2000,1071.5,1,0,1
Potato,Mumbai,2024,4,1936,11.6,default_variety,2728,2245,50,100,1,40.39,0.0,2000,1010.3,1,0,1
Potato,Kolkata,2024,4,2149,70.3,default_variety,1379,3790,50,100,0,71.19,0.0,2000,909.6,1,0,0
Potato,Chennai,2024,4,1849,82.5,default_variety,4267,3419,50,100,1,26.15,0.0,2000,861.7,1,0,1
Potato,Lucknow,2024,4,1768,54.9,default_variety,7915,2393,50,100,1,94.39,0.0,2000,943.8,0,0,1
Potato,Hyderabad,2024,4,1557,99.6,default_variety,8490,2851,50,100,1,31.0,0.0,2000,868.1999999999999,1,0,0
Tomato,Delhi,2024,4,1706,93.2,default_variety,6883,2993,50,100,1,14.97,0.0,2000,996.3,0,0,1
Tomato,Mumbai,2024,4,1805,34.4,default_variety,8247,2218,50,100,0,78.56,0.0,2000,968.4,1,0,0
Tomato,Kolkata,2024,4,1438,10.9,default_variety,3124,4342,50,100,0,70.28,0.0,2000,876.9,0,0,1
Tomato,Chennai,2024,4,1785,53.2,default_variety,3390,2936,50,100,0,68.55,0.0,2000,877.9000000000001,0,0,1
Tomato,Lucknow,2024,4,2009,13.0,default_variety,6560,3768,50,100,0,10.01,0.0,2000,965.7,1,0,1
Tomato,Hyderabad,2024,4,1545,52.4,default_variety,1306,1696,50,100,0,83.77,0.0,2000,1028.6,0,0,1
Gram,Delhi,2024,4,1316,95.6,default_variety,2058,3592,50,100,0,24.53,0.0,2000,911.5,1,0,1
Gram,Mumbai,2024,4,1881,94.8,default_variety,4569,940,50,100,0,83.21,0.0,2000,1022.6,0,0,1
Gram,Kolkata,2024,4,1529,1.2,default_variety,6470,4532,50,100,0,68.55,0.0,2000,925.6,1,0,1
Gram,Chennai,2024,4,1966,24.8,default_variety,1237,3945,50,100,0,18.68,0.0,2000,947.0,0,0,0
Gram,Lucknow,2024,4,1979,49.8,default_variety,2660,821,50,100,0,89.18,0.0,2000,901.3,1,0,0
Gram,Hyderabad,2024,4,1487,91.4,default_variety,3684,2563,50,100,0,35.17,0.0,2000,1096.6,1,0,0
